title,calorie,cook_time,servings,ratings,fat_g,protein_g,carb_g,fat_ratio,protein_ratio,carb_ratio,link
Salmon Cakes Iii,271.0,20,4.0,4.41,14.6,26.6,6.6,0.48,0.39,0.13,https://www.allrecipes.com/recipe/19497/salmon-cakes-iii/
Salmon Puffs,499.0,60,8.0,4.06,34.8,17.0,29.5,0.63,0.14,0.22999999999999998,https://www.allrecipes.com/recipe/19499/salmon-puffs/
Shrimp Scampi,606.0,25,4.0,4.4,30.8,35.3,35.5,0.46,0.23,0.31000000000000005,https://www.allrecipes.com/recipe/19508/shrimp-scampi/
Slow Cooker Mongolian Beef,450.0,270,4.0,3.96,13.0,28.0,55.4,0.26,0.25,0.49,https://www.allrecipes.com/recipe/195083/slow-cooker-mongolian-beef/
Broiled Shrimp Scampi,431.0,45,4.0,4.3,26.2,44.8,1.3,0.55,0.42,0.02999999999999997,https://www.allrecipes.com/recipe/19509/broiled-shrimp-scampi/
Smoked Salmon Sushi Roll,291.0,300,6.0,4.71,6.9,11.1,45.1,0.21,0.15,0.64,https://www.allrecipes.com/recipe/19511/smoked-salmon-sushi-roll/
Tuna Noodle Casserole Iii,551.0,35,4.0,4.3,28.0,24.5,50.4,0.46,0.18,0.36000000000000004,https://www.allrecipes.com/recipe/19521/tuna-noodle-casserole-iii/
Giblet Gravy Ii,79.0,30,6.0,4.55,6.5,1.4,3.5,0.74,0.07,0.19,https://www.allrecipes.com/recipe/19533/giblet-gravy-ii/
Mango Quesadillas,503.0,30,6.0,4.38,24.2,23.2,49.2,0.43,0.18,0.39000000000000007,https://www.allrecipes.com/recipe/195389/mango-quesadillas/
Onion Roasted Sweet Potatoes,197.0,55,8.0,4.49,9.4,2.2,27.2,0.43,0.04,0.53,https://www.allrecipes.com/recipe/19541/onion-roasted-sweet-potatoes/
Eggless Egg Salad,110.0,30,6.0,3.5,6.6,12.0,3.2,0.54,0.44,0.019999999999999962,https://www.allrecipes.com/recipe/19578/eggless-egg-salad/
Quinoa Breakfast Pudding,202.0,40,6.0,3.95,1.9,4.4,42.6,0.08,0.09,0.8300000000000001,https://www.allrecipes.com/recipe/19587/quinoa-breakfast-pudding/
Spicy Coconut And Lime Grilled Shrimp,169.0,140,6.0,4.59,10.9,13.4,4.8,0.58,0.32,0.10000000000000003,https://www.allrecipes.com/recipe/195941/spicy-coconut-and-lime-grilled-shrimp/
Best Ever Saucy Beef Kabobs,330.0,55,8.0,4.34,22.4,21.3,12.3,0.61,0.26,0.13,https://www.allrecipes.com/recipe/19610/best-ever-saucy-beef-kabobs/
Turkey Burgers,196.0,30,4.0,4.22,8.6,23.3,6.5,0.39,0.48,0.13,https://www.allrecipes.com/recipe/19632/turkey-burgers/
Moussaka,567.0,105,8.0,4.44,39.4,23.6,29.1,0.63,0.17,0.19999999999999998,https://www.allrecipes.com/recipe/19644/moussaka/
Fried Cabbage With Bacon Onion And Garlic,194.0,75,6.0,4.62,12.9,6.4,15.5,0.6,0.13,0.27,https://www.allrecipes.com/recipe/196732/fried-cabbage-with-bacon-onion-and-garlic/
Caribbean Holiday Shrimp,138.0,70,8.0,4.55,3.1,24.1,2.9,0.2,0.7,0.10000000000000009,https://www.allrecipes.com/recipe/19752/caribbean-holiday-shrimp/
Simple Roasted Chickpea Snack,153.0,55,4.0,3.85,8.0,3.9,17.5,0.47,0.1,0.43000000000000005,https://www.allrecipes.com/recipe/197683/simple-roasted-chickpea-snack/
Turkey Bolognese Sauce,510.0,210,8.0,4.05,12.6,32.4,58.0,0.22,0.25,0.53,https://www.allrecipes.com/recipe/19851/turkey-bolognese-sauce/
Bow Tie Pasta With Sausage And Sweet Peppers,489.0,35,4.0,4.3,22.9,23.3,48.0,0.42,0.19,0.39000000000000007,https://www.allrecipes.com/recipe/19908/bow-tie-pasta-with-sausage-and-sweet-peppers/
Grilled Zucchini Ii,74.0,10,3.0,4.28,5.7,1.4,5.6,0.69,0.08,0.23000000000000004,https://www.allrecipes.com/recipe/19921/grilled-zucchini-ii/
Zippy Summer Shrimp,238.0,20,6.0,4.58,13.9,25.1,2.2,0.53,0.42,0.04999999999999999,https://www.allrecipes.com/recipe/199263/zippy-summer-shrimp/
Hungarian Goulash I,549.0,135,8.0,4.36,42.3,32.8,9.4,0.69,0.24,0.07000000000000006,https://www.allrecipes.com/recipe/19954/hungarian-goulash-i/
Oven Fresh Seasoned Potato Wedges,138.0,35,4.0,4.64,4.9,4.3,19.8,0.32,0.12,0.5599999999999999,https://www.allrecipes.com/recipe/199575/oven-fresh-seasoned-potato-wedges/
Quinoa With Asian Flavors,196.0,40,4.0,4.27,6.0,6.7,28.9,0.28,0.14,0.58,https://www.allrecipes.com/recipe/199598/quinoa-with-asian-flavors/
American Frittata,234.0,30,8.0,4.25,11.4,12.4,20.8,0.44,0.21,0.3500000000000001,https://www.allrecipes.com/recipe/20020/american-frittata/
Seminary Muffins,215.0,30,12.0,4.57,6.4,3.8,38.0,0.27,0.07,0.6599999999999999,https://www.allrecipes.com/recipe/20029/seminary-muffins/
Salmon Wellington,843.0,75,8.0,4.7,66.2,27.6,34.2,0.71,0.13,0.16000000000000003,https://www.allrecipes.com/recipe/200296/salmon-wellington/
Green Beans With Almonds And Caramelized Shallots,148.0,45,6.0,4.82,8.3,3.7,17.1,0.5,0.1,0.4,https://www.allrecipes.com/recipe/200356/green-beans-with-almonds-and-caramelized-shallots/
Seasoned Turkey Burgers,314.0,40,6.0,4.43,11.3,28.2,24.8,0.32,0.36,0.31999999999999995,https://www.allrecipes.com/recipe/20040/seasoned-turkey-burgers/
Cabbage Rolls Ii,246.0,570,6.0,4.31,10.8,19.0,18.3,0.4,0.31,0.29,https://www.allrecipes.com/recipe/20045/cabbage-rolls-ii/
Chili Dog Casserole Ii,491.0,45,10.0,4.23,28.8,19.7,39.4,0.53,0.16,0.30999999999999994,https://www.allrecipes.com/recipe/20061/chili-dog-casserole-ii/
Stuffed Acorn Squash Supreme,532.0,30,4.0,4.35,27.1,33.7,43.1,0.46,0.25,0.29000000000000004,https://www.allrecipes.com/recipe/20073/stuffed-acorn-squash-supreme/
Herbed Greek Roasted Potatoes With Feta Cheese,379.0,100,10.0,4.68,21.3,8.0,41.0,0.51,0.08,0.41,https://www.allrecipes.com/recipe/200771/herbed-greek-roasted-potatoes-with-feta-cheese/
Baked Fried Eggplant,414.0,40,4.0,3.87,16.5,13.4,54.8,0.36,0.13,0.51,https://www.allrecipes.com/recipe/20087/baked-fried-eggplant/
Ratatouille Bake,188.0,60,6.0,4.57,7.6,9.7,22.0,0.36,0.21,0.43000000000000005,https://www.allrecipes.com/recipe/200877/ratatouille-bake/
Baked Mushroom Rice,363.0,55,6.0,3.74,11.3,6.3,57.9,0.28,0.07,0.6499999999999999,https://www.allrecipes.com/recipe/20091/baked-mushroom-rice/
Grilled Garlic Parmesan Zucchini,146.0,20,4.0,4.48,11.8,5.8,5.9,0.73,0.16,0.11000000000000001,https://www.allrecipes.com/recipe/200919/grilled-garlic-parmesan-zucchini/
Cheesy Ham And Hash Brown Casserole,415.0,75,12.0,4.55,27.2,14.4,29.7,0.59,0.14,0.27,https://www.allrecipes.com/recipe/20096/cheesy-ham-and-hash-brown-casserole/
Cream Sauce With Herbs And No Dairy,125.0,15,5.0,4.17,7.2,6.7,9.1,0.52,0.21,0.27,https://www.allrecipes.com/recipe/20097/cream-sauce-with-herbs-and-no-dairy/
Mango Lime Rice,123.0,55,12.0,3.37,0.9,2.5,26.3,0.07,0.08,0.85,https://www.allrecipes.com/recipe/200971/mango-lime-rice/
American Shepherds Pie,342.0,40,6.0,4.27,16.7,22.0,25.3,0.44,0.26,0.30000000000000004,https://www.allrecipes.com/recipe/20098/american-shepherds-pie/
Karens Salmon Salad,416.0,60,8.0,3.96,16.1,20.8,46.1,0.35,0.2,0.45,https://www.allrecipes.com/recipe/20105/karens-salmon-salad/
Beer Batter Fish Made Great,447.0,30,8.0,4.26,30.2,18.8,22.6,0.61,0.17,0.22,https://www.allrecipes.com/recipe/20107/beer-batter-fish-made-great/
Crusty Potato Bread,24.0,185,15.0,4.55,1.6,0.3,2.2,0.6,0.05,0.35000000000000003,https://www.allrecipes.com/recipe/20158/crusty-potato-bread/
Grandma Maggios Spaghetti Sauce,114.0,55,10.0,4.73,3.1,3.1,18.0,0.24,0.11,0.65,https://www.allrecipes.com/recipe/201845/grandma-maggios-spaghetti-sauce/
Pan Seared Tilapia,249.0,18,4.0,4.63,10.8,24.6,11.9,0.39,0.4,0.20999999999999996,https://www.allrecipes.com/recipe/201934/pan-seared-tilapia/
Spanish Potato Omelet,252.0,60,6.0,4.48,21.5,5.4,10.7,0.77,0.09,0.13999999999999999,https://www.allrecipes.com/recipe/20198/spanish-potato-omelet/
Creamed Chipped Beef On Toast,197.0,20,4.0,4.49,8.7,20.9,8.8,0.4,0.42,0.18,https://www.allrecipes.com/recipe/20225/creamed-chipped-beef-on-toast/
Fiesta Stuffed Turkey Burgers,233.0,27,4.0,4.57,13.3,25.9,2.5,0.51,0.44,0.04999999999999999,https://www.allrecipes.com/recipe/202389/fiesta-stuffed-turkey-burgers/
Vegetarian Stuffed Poblano Peppers,281.0,35,4.0,4.34,16.8,21.0,13.5,0.54,0.3,0.15999999999999998,https://www.allrecipes.com/recipe/202423/vegetarian-stuffed-poblano-peppers/
Turkey Ragu With Fontina And Parmesan,421.0,60,8.0,4.43,13.2,26.0,49.8,0.28,0.25,0.47,https://www.allrecipes.com/recipe/202692/turkey-ragu-with-fontina-and-parmesan/
Turkey Lettuce Wraps With Shiitake Mushrooms,481.0,60,4.0,4.71,22.4,29.9,43.5,0.42,0.25,0.33000000000000007,https://www.allrecipes.com/recipe/202709/turkey-lettuce-wraps-with-shiitake-mushrooms/
Salmon Pasta Pomodoro,616.0,35,4.0,4.42,30.3,35.0,49.1,0.44,0.23,0.33000000000000007,https://www.allrecipes.com/recipe/202711/salmon-pasta-pomodoro/
Grilled Gingered Salmon,384.0,750,8.0,4.7,23.0,31.1,11.7,0.54,0.32,0.13999999999999996,https://www.allrecipes.com/recipe/202755/grilled-gingered-salmon/
Dominican Style Oatmeal,220.0,15,2.0,4.82,5.1,8.7,35.3,0.21,0.16,0.63,https://www.allrecipes.com/recipe/202760/dominican-style-oatmeal/
Potstickers Chinese Dumplings,411.0,62,12.0,4.49,22.3,34.5,16.1,0.49,0.34,0.16999999999999998,https://www.allrecipes.com/recipe/202975/potstickers-chinese-dumplings/
Roasted Balsamic Cauliflower,86.0,30,5.0,4.28,5.7,3.1,7.7,0.6,0.14,0.26,https://www.allrecipes.com/recipe/202990/roasted-balsamic-cauliflower/
Roasted Garlic Zucchini And Tomatoes,204.0,33,4.0,4.52,16.8,5.9,9.5,0.74,0.12,0.14,https://www.allrecipes.com/recipe/203135/roasted-garlic-zucchini-and-tomatoes/
Rhubarb Crisp,327.0,45,9.0,3.55,7.2,2.3,65.9,0.2,0.03,0.77,https://www.allrecipes.com/recipe/20317/rhubarb-crisp/
Turkey Picadillo Ii,246.0,40,6.0,4.71,10.8,17.9,17.9,0.4,0.29,0.31,https://www.allrecipes.com/recipe/203392/turkey-picadillo-ii/
Grilled Salmon Sandwich With Dill Sauce,931.0,25,2.0,4.6,67.0,50.7,29.6,0.65,0.22,0.12999999999999998,https://www.allrecipes.com/recipe/203769/grilled-salmon-sandwich-with-dill-sauce/
Berry Cornmeal Muffins,161.0,40,12.0,4.22,4.6,3.1,27.3,0.26,0.08,0.66,https://www.allrecipes.com/recipe/20383/berry-cornmeal-muffins/
Gordos Good Venison,548.0,270,4.0,4.71,40.4,43.3,1.6,0.66,0.32,0.019999999999999962,https://www.allrecipes.com/recipe/20385/gordos-good-venison/
Sarahs Rice Pilaf,244.0,50,4.0,4.66,6.5,5.9,40.0,0.24,0.1,0.66,https://www.allrecipes.com/recipe/203951/sarahs-rice-pilaf/
Roasted Kohlrabi,114.0,30,4.0,4.38,5.5,6.0,12.9,0.43,0.21,0.3600000000000001,https://www.allrecipes.com/recipe/203975/roasted-kohlrabi/
You Wont Believe Its Not Dairy Chocolate Pudding,180.0,70,4.0,3.71,5.6,9.2,25.1,0.28,0.2,0.52,https://www.allrecipes.com/recipe/204063/you-wont-believe-its-not-dairy-chocolate-pudding/
New Orleans Corn Bisque With Smoked Sausage,402.0,35,8.0,4.6,25.3,14.2,30.0,0.57,0.14,0.29000000000000004,https://www.allrecipes.com/recipe/204343/new-orleans-corn-bisque-with-smoked-sausage/
Roasted Okra,65.0,20,3.0,4.71,4.6,1.6,5.9,0.64,0.1,0.26,https://www.allrecipes.com/recipe/204478/roasted-okra/
Home Fried Potatoes,262.0,45,4.0,4.56,10.6,4.7,38.3,0.36,0.07,0.5700000000000001,https://www.allrecipes.com/recipe/20462/home-fried-potatoes/
Butter Brickle Frozen Delight,617.0,70,12.0,4.79,35.4,7.9,70.9,0.52,0.05,0.43,https://www.allrecipes.com/recipe/20465/butter-brickle-frozen-delight/
Turkey Bake With Whole Wheat Pasta,478.0,60,8.0,4.15,15.5,35.5,49.0,0.29,0.3,0.41,https://www.allrecipes.com/recipe/204947/turkey-bake-with-whole-wheat-pasta/
Baked Oatmeal I,378.0,45,8.0,4.56,17.8,6.7,49.8,0.42,0.07,0.51,https://www.allrecipes.com/recipe/20496/baked-oatmeal-i/
Asparagus Quiche,334.0,60,12.0,4.6,26.3,12.4,12.4,0.71,0.15,0.14000000000000004,https://www.allrecipes.com/recipe/20498/asparagus-quiche/
Indian Shrimp Curry,416.0,30,4.0,4.45,32.1,23.0,10.9,0.69,0.22,0.09000000000000005,https://www.allrecipes.com/recipe/205544/indian-shrimp-curry/
Easy Creole Okra And Shrimp,205.0,75,8.0,4.59,7.0,25.5,10.0,0.31,0.5,0.18999999999999995,https://www.allrecipes.com/recipe/205588/easy-creole-okra-and-shrimp/
Onion Salmon,219.0,25,4.0,4.14,12.3,22.9,2.6,0.51,0.42,0.07,https://www.allrecipes.com/recipe/20599/onion-salmon/
Southern Baked Yellow Squash,162.0,95,10.0,4.65,11.0,3.8,13.5,0.61,0.09,0.30000000000000004,https://www.allrecipes.com/recipe/206515/southern-baked-yellow-squash/
Salmon With Caramelized Leeks,523.0,55,4.0,4.61,30.4,41.0,20.3,0.52,0.31,0.16999999999999998,https://www.allrecipes.com/recipe/206524/salmon-with-caramelized-leeks/
Thanksgiving Flavored Turkey Burgers,373.0,55,16.0,4.55,9.8,27.3,42.6,0.24,0.29,0.47000000000000003,https://www.allrecipes.com/recipe/206569/thanksgiving-flavored-turkey-burgers/
Twice Baked Potatoes,859.0,90,4.0,4.67,50.3,31.3,73.5,0.53,0.15,0.31999999999999995,https://www.allrecipes.com/recipe/20659/twice-baked-potatoes/
Feta And Turkey Stuffed Green Peppers,434.0,85,6.0,4.44,22.2,24.9,35.1,0.46,0.23,0.31000000000000005,https://www.allrecipes.com/recipe/206610/feta-and-turkey-stuffed-green-peppers/
Easy Mexican Casserole,632.0,50,6.0,4.41,43.7,31.7,32.8,0.62,0.2,0.18,https://www.allrecipes.com/recipe/20680/easy-mexican-casserole/
Hamburger Pie,424.0,60,6.0,4.24,18.3,22.6,43.4,0.39,0.21,0.4,https://www.allrecipes.com/recipe/20684/hamburger-pie/
Shortcut Shepherds Pie,336.0,70,8.0,4.34,16.3,14.1,33.7,0.44,0.17,0.39,https://www.allrecipes.com/recipe/20687/shortcut-shepherds-pie/
Breakfast Casserole Ii,352.0,75,12.0,4.38,23.8,15.8,22.8,0.61,0.18,0.21000000000000002,https://www.allrecipes.com/recipe/20701/breakfast-casserole-ii/
Grilled Corn On The Cob,179.0,40,6.0,4.46,12.6,3.0,17.1,0.63,0.07,0.3,https://www.allrecipes.com/recipe/20724/grilled-corn-on-the-cob/
Easy Hummus,23.0,5,16.0,4.3,0.2,1.0,4.5,0.08,0.17,0.75,https://www.allrecipes.com/recipe/20730/easy-hummus/
Easy Snack Wraps,65.0,15,60.0,4.36,2.5,2.1,8.5,0.35,0.13,0.52,https://www.allrecipes.com/recipe/20735/easy-snack-wraps/
Country Quiche,328.0,60,8.0,4.26,25.6,10.9,13.4,0.7,0.13,0.17000000000000004,https://www.allrecipes.com/recipe/20746/country-quiche/
Country Style Fried Potatoes,326.0,25,6.0,4.57,11.7,4.8,52.1,0.32,0.06,0.6199999999999999,https://www.allrecipes.com/recipe/20749/country-style-fried-potatoes/
Crab And Swiss Quiche,343.0,55,8.0,4.39,25.7,11.2,17.2,0.67,0.13,0.19999999999999996,https://www.allrecipes.com/recipe/20750/crab-and-swiss-quiche/
Honey Smoked Turkey,647.0,225,16.0,4.69,28.8,68.9,25.3,0.4,0.43,0.16999999999999998,https://www.allrecipes.com/recipe/20764/honey-smoked-turkey/
Cashew Raisin Rice Pilaf,270.0,45,12.0,4.56,9.5,6.5,41.3,0.32,0.1,0.58,https://www.allrecipes.com/recipe/20791/cashew-raisin-rice-pilaf/
Extra Easy Hummus,118.0,5,4.0,4.32,4.4,3.7,16.5,0.34,0.13,0.5299999999999999,https://www.allrecipes.com/recipe/20797/extra-easy-hummus/
Monte Cristo Sandwich,641.0,20,1.0,4.2,33.8,48.7,33.1,0.47,0.3,0.23000000000000004,https://www.allrecipes.com/recipe/20803/monte-cristo-sandwich/
Venison Vegetable Soup,195.0,120,8.0,4.72,3.4,15.6,25.4,0.16,0.32,0.52,https://www.allrecipes.com/recipe/20819/venison-vegetable-soup/
Slow Cooker Fruit Nuts And Spice Oatmeal,326.0,490,8.0,3.71,12.5,8.2,48.2,0.35,0.1,0.55,https://www.allrecipes.com/recipe/208390/slow-cooker-fruit-nuts-and-spice-oatmeal/
Baked French Fries I,357.0,50,1.0,4.3,14.1,5.4,54.7,0.36,0.06,0.5800000000000001,https://www.allrecipes.com/recipe/20849/baked-french-fries-i/
Best Ever Jalapeno Poppers,149.0,60,32.0,4.62,12.0,3.9,6.8,0.72,0.1,0.18000000000000002,https://www.allrecipes.com/recipe/20858/best-ever-jalapeno-poppers/
Seared Sea Scallops,179.0,30,4.0,4.27,7.5,12.0,15.4,0.38,0.27,0.35,https://www.allrecipes.com/recipe/20872/seared-sea-scallops/
Fried Zucchini,195.0,40,4.0,3.89,6.2,4.4,31.1,0.29,0.09,0.62,https://www.allrecipes.com/recipe/20889/fried-zucchini/
Easter Breakfast Casserole,281.0,100,12.0,4.53,21.0,18.0,9.9,0.67,0.26,0.06999999999999995,https://www.allrecipes.com/recipe/20900/easter-breakfast-casserole/
Easy Sausage Strata,401.0,600,8.0,4.56,27.3,23.2,14.8,0.61,0.23,0.16,https://www.allrecipes.com/recipe/20913/easy-sausage-strata/
Eggs Benedict With Salmon,223.0,60,8.0,4.56,9.3,16.4,18.1,0.38,0.29,0.33,https://www.allrecipes.com/recipe/20915/eggs-benedict-with-salmon/
Egg And Sausage Casserole,341.0,50,12.0,4.62,24.7,19.9,8.7,0.65,0.23,0.11999999999999997,https://www.allrecipes.com/recipe/20916/egg-and-sausage-casserole/
Oven Roasted Potatoes,289.0,45,4.0,4.64,7.1,5.0,53.1,0.22,0.07,0.71,https://www.allrecipes.com/recipe/20963/oven-roasted-potatoes/
Potato Soup,190.0,25,7.0,4.47,3.3,4.9,35.1,0.16,0.1,0.74,https://www.allrecipes.com/recipe/20987/potato-soup/
Thanksgiving No Turkey Turkey,716.0,615,10.0,4.33,24.9,42.6,81.7,0.31,0.24,0.44999999999999996,https://www.allrecipes.com/recipe/209912/thanksgiving-no-turkey-turkey/
Vegetarian Stuffed Peppers,375.0,80,6.0,4.19,10.2,14.9,59.6,0.24,0.16,0.6,https://www.allrecipes.com/recipe/20994/vegetarian-stuffed-peppers/
Salmon Quiche,443.0,50,8.0,4.33,28.9,28.6,16.3,0.59,0.26,0.15000000000000002,https://www.allrecipes.com/recipe/209990/salmon-quiche/
Fried Cornmeal Mush,153.0,800,4.0,4.46,3.5,2.5,27.3,0.21,0.07,0.72,https://www.allrecipes.com/recipe/21006/fried-cornmeal-mush/
Sheet Pan Roasted Vegetables,72.0,120,24.0,4.32,4.7,1.5,7.3,0.59,0.08,0.33,https://www.allrecipes.com/recipe/21009/sheet-pan-roasted-vegetables/
Grandpa Hubbards Oatmeal,347.0,15,4.0,4.62,13.0,6.5,52.7,0.34,0.07,0.5899999999999999,https://www.allrecipes.com/recipe/21019/grandpa-hubbards-oatmeal/
Potato Casserole Ii,650.0,75,7.0,4.69,56.1,15.4,40.7,0.78,0.09,0.12999999999999998,https://www.allrecipes.com/recipe/21025/potato-casserole-ii/
Bacon And Cheddar Stuffed Mushrooms,110.0,30,8.0,4.64,9.7,4.7,0.9,0.79,0.17,0.03999999999999995,https://www.allrecipes.com/recipe/21061/bacon-and-cheddar-stuffed-mushrooms/
Zucchilattas,537.0,35,10.0,4.69,28.9,25.6,44.9,0.48,0.19,0.33,https://www.allrecipes.com/recipe/21098/zucchilattas/
Oatmeal Whole Wheat Quick Bread,88.0,40,12.0,4.19,2.2,2.9,15.1,0.22,0.13,0.65,https://www.allrecipes.com/recipe/21108/oatmeal-whole-wheat-quick-bread/
Red Beans And Rice With Sausage,345.0,690,8.0,4.61,23.6,20.2,12.2,0.62,0.23,0.15,https://www.allrecipes.com/recipe/211146/red-beans-and-rice-with-sausage/
Shrimp And Feta Cheese Pasta,603.0,30,5.0,4.48,19.5,32.9,75.2,0.29,0.22,0.49,https://www.allrecipes.com/recipe/21120/shrimp-and-feta-cheese-pasta/
Wild Rice Stuffed Acorn Squash ,187.0,90,8.0,4.35,2.1,5.1,39.2,0.1,0.11,0.79,https://www.allrecipes.com/recipe/211210/wild-rice-stuffed-acorn-squash-/
Stuffed Pork Chops I,414.0,60,4.0,4.48,29.9,17.2,19.1,0.65,0.17,0.17999999999999997,https://www.allrecipes.com/recipe/21140/stuffed-pork-chops-i/
Brussels Sprouts Gratin,312.0,60,4.0,4.71,25.4,8.0,15.8,0.73,0.1,0.17,https://www.allrecipes.com/recipe/211401/brussels-sprouts-gratin/
Wild Rice Pilaf,307.0,30,5.0,4.18,16.8,9.9,28.8,0.49,0.13,0.38,https://www.allrecipes.com/recipe/21141/wild-rice-pilaf/
Double Crust Bean Pie,456.0,85,6.0,4.57,31.7,11.4,32.0,0.63,0.1,0.27,https://www.allrecipes.com/recipe/21150/double-crust-bean-pie/
Baked Salmon I,355.0,60,4.0,4.1,13.7,25.8,30.3,0.35,0.29,0.36000000000000004,https://www.allrecipes.com/recipe/21185/baked-salmon-i/
Honey Nut Granola,188.0,30,20.0,4.71,11.1,3.7,19.9,0.53,0.08,0.38999999999999996,https://www.allrecipes.com/recipe/21208/honey-nut-granola/
Amazing Butternut Squash,282.0,60,6.0,4.34,18.3,4.4,29.2,0.58,0.06,0.36000000000000004,https://www.allrecipes.com/recipe/21209/amazing-butternut-squash/
Ziti With Italian Sausage,465.0,90,8.0,4.37,17.0,24.6,52.3,0.33,0.21,0.45999999999999996,https://www.allrecipes.com/recipe/21217/ziti-with-italian-sausage/
Mashed Sweet Potatoes,352.0,55,6.0,4.44,16.2,2.9,50.9,0.41,0.03,0.56,https://www.allrecipes.com/recipe/21220/mashed-sweet-potatoes/
Annies Turkey Salad,356.0,200,10.0,4.52,21.5,28.9,10.7,0.54,0.32,0.13999999999999996,https://www.allrecipes.com/recipe/21225/annies-turkey-salad/
Rajma Kidney Bean Curry,224.0,70,8.0,4.33,5.5,11.3,34.2,0.22,0.2,0.5800000000000001,https://www.allrecipes.com/recipe/212366/rajma-kidney-bean-curry/
Sweet And Spicy Venison Jerky,208.0,64,8.0,4.71,6.5,15.0,22.1,0.28,0.29,0.43,https://www.allrecipes.com/recipe/212396/sweet-and-spicy-venison-jerky/
Spicy Pumpkin Chili,271.0,90,10.0,4.4,6.4,18.0,36.0,0.21,0.27,0.52,https://www.allrecipes.com/recipe/212397/spicy-pumpkin-chili/
Pizza Pasta,513.0,45,6.0,4.35,28.4,31.2,31.5,0.5,0.24,0.26,https://www.allrecipes.com/recipe/21242/pizza-pasta/
Thanksgiving Turkey Meatloaf,336.0,75,6.0,4.44,17.7,30.1,14.6,0.47,0.36,0.17000000000000004,https://www.allrecipes.com/recipe/212479/thanksgiving-turkey-meatloaf/
Maple Glazed Turkey Roast,351.0,110,6.0,4.43,5.9,40.1,32.9,0.15,0.46,0.38999999999999996,https://www.allrecipes.com/recipe/212482/maple-glazed-turkey-roast/
Tomato Bhath Tomato Rice,375.0,40,8.0,4.33,8.5,8.2,66.6,0.2,0.09,0.7100000000000001,https://www.allrecipes.com/recipe/212492/tomato-bhath-tomato-rice/
Cod With Italian Crumb Topping,131.0,25,4.0,4.19,2.9,18.1,7.0,0.2,0.55,0.25,https://www.allrecipes.com/recipe/21256/cod-with-italian-crumb-topping/
Yummy Sweet Potato Casserole,226.0,60,12.0,4.78,11.1,2.9,30.1,0.44,0.05,0.51,https://www.allrecipes.com/recipe/21261/yummy-sweet-potato-casserole/
Adams Family Duck,747.0,180,4.0,4.44,26.7,55.8,74.1,0.32,0.3,0.37999999999999995,https://www.allrecipes.com/recipe/212667/adams-family-duck/
Herb Glazed Roasted Turkey,828.0,285,16.0,4.89,41.1,92.1,17.7,0.45,0.44,0.11000000000000004,https://www.allrecipes.com/recipe/212677/herb-glazed-roasted-turkey/
Apple Stuffed Acorn Squash,338.0,90,6.0,4.45,13.2,10.0,51.0,0.35,0.12,0.53,https://www.allrecipes.com/recipe/212708/apple-stuffed-acorn-squash/
Grilled Salmon With Creamy Pesto Sauce,351.0,20,4.0,4.23,25.4,28.0,3.1,0.65,0.32,0.02999999999999997,https://www.allrecipes.com/recipe/212737/grilled-salmon-with-creamy-pesto-sauce/
Kielbasa With Brussels Sprouts In Mustard Cream Sauce,769.0,55,4.0,4.49,48.8,32.4,54.8,0.57,0.17,0.26,https://www.allrecipes.com/recipe/212759/kielbasa-with-brussels-sprouts-in-mustard-cream-sauce/
Easy Rum Flavored Black Beans And Rice,535.0,45,4.0,3.83,14.3,8.0,84.4,0.24,0.06,0.7,https://www.allrecipes.com/recipe/212772/easy-rum-flavored-black-beans-and-rice/
Pecan Rice,280.0,45,4.0,4.52,16.1,4.3,31.0,0.52,0.06,0.42,https://www.allrecipes.com/recipe/21279/pecan-rice/
Cola Pork Chops,171.0,70,8.0,4.12,6.4,14.3,14.3,0.34,0.33,0.3299999999999999,https://www.allrecipes.com/recipe/21291/cola-pork-chops/
Baked Salmon,331.0,80,5.0,4.25,15.5,40.2,7.9,0.42,0.49,0.09000000000000008,https://www.allrecipes.com/recipe/212920/baked-salmon/
Vegetarian Stuffed Green Peppers,772.0,80,4.0,4.41,33.0,43.4,77.2,0.38,0.22,0.4,https://www.allrecipes.com/recipe/21293/vegetarian-stuffed-green-peppers/
Salmon Sarciado,537.0,40,2.0,4.79,33.3,42.1,17.6,0.56,0.31,0.12999999999999995,https://www.allrecipes.com/recipe/212953/salmon-sarciado/
Easy Salmon Cakes,476.0,20,4.0,4.12,18.7,34.8,40.0,0.35,0.29,0.36000000000000004,https://www.allrecipes.com/recipe/21297/easy-salmon-cakes/
Daves Georgia Black Eyed Peas,431.0,995,16.0,4.81,25.2,20.8,31.3,0.53,0.19,0.27999999999999997,https://www.allrecipes.com/recipe/213015/daves-georgia-black-eyed-peas/
Fish In Foil,213.0,30,2.0,4.38,10.9,24.3,7.5,0.46,0.46,0.08000000000000002,https://www.allrecipes.com/recipe/21306/fish-in-foil/
Anns Dirty Rice,439.0,40,4.0,4.48,18.3,23.1,43.3,0.38,0.21,0.41000000000000003,https://www.allrecipes.com/recipe/213109/anns-dirty-rice/
Kielbasa And Potato Bake,352.0,105,8.0,4.16,19.1,12.0,33.3,0.49,0.14,0.37,https://www.allrecipes.com/recipe/21314/kielbasa-and-potato-bake/
